id,question
18630,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[疑问代词：哪儿、哪里]，回答T。如果不包含，回答F。
1. 你们去哪儿吃饭?  
2. 你女儿在哪里学钢琴?  
3. 请问,邮局在哪里?  
4. 她不在办公室,她去哪儿了?  
5. 假期我们去哪儿旅行?  
6. 新开的咖啡馆在哪儿?  
7. 钥匙放哪儿了?  
8. 请问,银行在哪儿?  
9. 哪儿有超市?

请使用T或F回答，不需要解释"
18631,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[疑问代词：哪些]，回答T。如果不包含，回答F。
1.你们公司有哪些部门的员工?  
2.你朋友有哪些兴趣爱好?  
3.你带了哪些衣服去旅行?  
4.你上周买了哪些电子产品?  
5.他假期去了哪些城市?  
6.你听过哪些音乐专辑?  
7.小区里有哪些公共设施?  
8.上海有哪些著名的景点?  
9.哪些是你的作业?

请使用T或F回答，不需要解释"
18632,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[疑问代词：什么]，回答T。如果不包含，回答F。
1. 你吃什么?  
2. 什么最有趣?  
3. 你在听什么音乐?  
4. 你什么时候回家?  
5. 他在邮件里写了什么?  
6. 你想喝什么饮料?  
7. 她做什么运动?  
8. 我们什么时候见面?  
9. 你住什么城市?

请使用T或F回答，不需要解释"
18633,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[疑问代词：谁]，回答T。如果不包含，回答F。
1. 谁在教室里画画？  
2. 请问，你等谁？  
3. 这是谁的手机？  
4. 谁想去公园？  
5. 谁是你的老师？  
6. 他们在讨论谁？  
7. 你遇到谁了？  
8. 你和谁一起看电影？  
9. 椅子上是谁的书包？

请使用T或F回答，不需要解释"
18634,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[疑问代词：怎么]，回答T。如果不包含，回答F。
1. 你怎么去图书馆?
2.他今天怎么不开心?
3.你怎么不参加聚会?
4.你今天怎么去公园?
5.这个问题怎么解决?
6.这个单词怎么读?
7.他怎么了?
8.你们怎么不回答?
9.你怎么不打招呼就走了?

请使用T或F回答，不需要解释"
18635,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[人称代词：我、你、您、他、她]，回答T。如果不包含，回答F。
1.你好,我要一杯咖啡。  
2.您好!  
3.他想吃饭。  
4.我要回家了。  
5.你喜欢她吗?  
6.您这边请。  
7.他是我的老师,她是我的同学。  
8.他很聪明。  
9.他不认识你。

请使用T或F回答，不需要解释"
18636,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[人称代词：我们、你们、他们、她们]，回答T。如果不包含，回答F。
1. 我们去公园，你们去哪儿？  
2. 你们是老师。  
3. 他们是我的朋友。  
4. 你们先吃吧。  
5. 我们在图书馆。  
6. 她们很开心。  
7. 你不认识她们。  
8. 他们买了新书。  
9. 你看见他们了吗？

请使用T或F回答，不需要解释"
18637,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[指示代词：这、那]，回答T。如果不包含，回答F。
1.这是谁的笔记本?
2.他喜欢那支钢笔。
3.这是我的水杯，那是你的水杯。
4.那是什么?
5.我很喜欢听这个音乐。
6.那两本书都很有趣。
7.这是我的钱包。
8.这是谁?
9.他在那个图书馆学习。

请使用T或F回答，不需要解释"
18638,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[指示代词：这儿、那儿、这里、那里]，回答T。如果不包含，回答F。
1.那儿很安静。
2.我来这儿工作。
3.你站这里，朋友站那里。
4.他没去过那儿。
5.那里的风景很美。
6.这儿有一本书。
7.那里是我的学校。
8.我喜欢那里的氛围。
9.这儿有家咖啡馆。

请使用T或F回答，不需要解释"
18639,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[指示代词：这些、那些]，回答T。如果不包含，回答F。
1.这些衣服很漂亮。
2.那些画作都很值钱。
3.那些都是谁的书包?
4.那些我都吃完了。
5.这些蛋糕是我刚烤的。
6.那些是谁的钥匙?
7.我不认识这些学生。
8.这些医生在值班。
9.这些是他种的蔬菜。

请使用T或F回答，不需要解释"
18640,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[指示代词：别的]，回答T。如果不包含，回答F。
1. 你还要别的书吗?  
2. 没有别的了。  
3. 我们去别的餐厅吧。  
4. 我不认识别的老师。  
5. 现在别的电影院也关门了。  
6. 别的朋友去哪儿了?  
7. 我太累了,没力气做别的事。  
8. 我想喝咖啡,别的不想喝。  
9. 我买了苹果,没买别的。

请使用T或F回答，不需要解释"
18641,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[指示代词：有的]，回答T。如果不包含，回答F。
1. 有的朋友在聊天，有的朋友在玩游戏。  
2. 有的书很有趣。  
3. 有的同意，有的反对。  
4. 有的员工不按时上班。  
5. 有的公司周末休息。  
6. 这些鞋子有的紧，有的松，不合适。  
7. 公园里人很多，有的散步，有的跑步。  
8. 大家的意见不一致，有的支持，有的反对。  
9. 他们有的是医生，有的是护士。

请使用T或F回答，不需要解释"
18642,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[程度副词：很]，回答T。如果不包含，回答F。
1.我很累。(在公园)
2.那件衣服很漂亮。(在服装店)
3.我很讨厌做作业。(在图书馆)
4.这里很安静。
5.今天风很大。
6.这个杯子很脏。
7.赢了比赛，他很兴奋。
8.她很喜欢吃水果吗？
9.我弟弟很不喜欢跳舞。

请使用T或F回答，不需要解释"
18643,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[程度副词：非常]，回答T。如果不包含，回答F。
1.今天非常热。
2.我妹妹非常漂亮。
3.我非常讨厌那个电影。
4.我们公司非常忙。
5.这儿的食物非常好吃吗?
6.那个公园非常地安静。
7.爸爸非常生气。
8.我非常珍惜我的朋友。
9.她非常想念她的家乡。

请使用T或F回答，不需要解释"
18644,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[程度副词：太]，回答T。如果不包含，回答F。
1.这里太热了。
2.酒店太贵，我们住民宿吧。
3.超市太近了。
4.李经理太累了。
5.她太快,我们追不上。
6.她太爱逛街了。
7.这个蛋糕太甜了!
8.我太想回家了!
9.大家太兴奋了!

请使用T或F回答，不需要解释"
18645,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[程度副词：真]，回答T。如果不包含，回答F。
1.你的衣服真漂亮!  
2.这蛋糕真美味!  
3.我真喜欢这本书。  
4.今天真冷!  
5.你妹妹真聪明!  
6.这风景真迷人!  
7.这儿真安静!  
8.我真想喝咖啡。  
9.我真喜欢看电影!

请使用T或F回答，不需要解释"
18646,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[程度副词：最]，回答T。如果不包含，回答F。
1.火车最慢。  
2.我妈妈最瘦。  
3.我最爱吃苹果。  
4.这个箱子最重。  
5.那个问题最简单。  
6.他的画最漂亮。  
7.我妹妹最不爱吃辣。  
8.她最想去的是日本吗?  
9.杯子放最下边。

请使用T或F回答，不需要解释"
18647,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[范围、协同副词：都]，回答T。如果不包含，回答F。
1. 孩子们都很开心。  
2. 我们都会唱歌。  
3. 星期二和星期四都有英语课。  
4. 这些衣服都很干净。  
5. 这些座位都没有人。  
6. 他们都不是老师。  
7. 他们都很喜欢游泳。  
8. 你都看了哪些电影？  
9. 他都买了什么东西？

请使用T或F回答，不需要解释"
18648,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[范围、协同副词：一块儿、一起]，回答T。如果不包含，回答F。
1. 我们常一起散步。  
2. 后天他们一块儿去公园。  
3. 红衣服和黑衣服不能一块儿洗。  
4. 老板和员工一起开会。  
5. 他们没一起参加比赛。  
6. 我要跟弟弟一块儿吃饭。  
7. 我们一块儿练习口语吧。  
8. 我跟朋友一起打篮球。  
9. 药不能和什么一起喝？

请使用T或F回答，不需要解释"
18649,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[时间副词：马上]，回答T。如果不包含，回答F。
1.老师马上到。  
2.抱歉，我马上处理。  
3.马上完成，稍等。  
4.我马上发邮件。  
5.门开了，我马上进去。  
6.我们马上出发，你晚点再联系吧。  
7.快递员马上就来。  
8.你稍等，我马上回来！  
9.她马上去机场，你几点出发？

请使用T或F回答，不需要解释"
18650,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[时间副词：先]，回答T。如果不包含，回答F。
1. 老师,我先写作业。
2. 你们先看电视吧,不用管我。
3. 你先回家,我一会儿再走。
4. 你们先开会吧,我马上到。
5. 我先去超市了,晚上见。
6. 我先解释一下,你不要打断我。
7. 您先喝茶吧,我们一会儿再谈。
8. 我们先别讨论,再考虑一下。
9. 你先看会儿书,我马上回来。

请使用T或F回答，不需要解释"
18651,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[时间副词：有时]，回答T。如果不包含，回答F。
1. 他有时周末去爬山。  
2. 我有时走路去公园。  
3. 我有时忘记带钥匙。  
4. 我有时骑车去超市。  
5. 有时我在咖啡馆看书。  
6. 有时这儿很安静。  
7. 她的生活有时非常充实。  
8. 我们有时在餐厅聚餐。  
9. 他有时会给我发消息。

请使用T或F回答，不需要解释"
18652,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[时间副词：在、正、正在]，回答T。如果不包含，回答F。
1.我在写作业。  
2.你等一下儿,他正开会呢。  
3.他们正在打篮球。  
4.爸爸在做饭呢。  
5.你在看什么呢?  
6.外面正刮风呢。  
7.我正要出门买东西。  
8.学生们正在上课吗?  
9.孩子正在睡觉,你别吵醒他。

请使用T或F回答，不需要解释"
18653,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[频率、重复副词：常、常常]，回答T。如果不包含，回答F。
1. 他常去图书馆看书。
2. 我常常不吃晚饭。
3. 他常常很早起床上班。
4. 她常跟朋友们一起逛街。
5. 我们常去公园散步。
6. 假期你常去哪儿？
7. 他常常骑车去学校。
8. 他周末常常出去跑步。
9. 她不常看电影。

请使用T或F回答，不需要解释"
18654,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[频率、重复副词：再]，回答T。如果不包含，回答F。
1.今天的展览太精彩了，我们明天再去看吧。  
2.我晚上再去超市买一次。  
3.你下午再来吧。  
4.书店关门了，请您明天再来。  
5.地板没擦干净，我再擦一遍。  
6.我没听清楚，你再说一次吧。  
7.李老师今天不在，你明天再来找她吧。  
8.他马上就到，你们再等一会儿。  
9.这个蛋糕很好吃，我们明天再去买点儿吧。

请使用T或F回答，不需要解释"
18655,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[关联副词：还]，回答T。如果不包含，回答F。
1. 我要去杭州，还要去苏州。  
2. 冰箱里有牛奶，还有水果。  
3. 我想喝咖啡，还想喝茶。  
4. 他会打篮球，还会踢足球。  
5. (雪)今天下，明天还下。  
6. 我去了广州，还去了深圳。  
7. 喝了水，你还要喝别的吗？  
8. 包里还有一本书。  
9. 经理说下午还要开会。

请使用T或F回答，不需要解释"
18656,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[关联副词：也]，回答T。如果不包含，回答F。
1. 他是老师，我也是老师。
2. 我没有笔，也没有纸。
3. 我喜欢喝咖啡，也喜欢喝茶。
4. 他会画画，也会摄影。
5. 我不是医生，他也不是医生。
6. 她去购物了，你也要去吗？
7. 我去图书馆，你也去图书馆吗？
8. 这个公园很安静，也很美丽。
9. 哥哥很聪明，弟弟也很聪明。

请使用T或F回答，不需要解释"
18657,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[否定副词：别]，回答T。如果不包含，回答F。
1.你别走。
2.开车的时候别打电话。
3.别在教室里吵闹。
4.你别碰，那是我的东西。
5.开会的时候别迟到。
6.你别不理我。
7.周末你别去爬山了。
8.别太着急了。
9.你别难过了。

请使用T或F回答，不需要解释"
18658,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[否定副词：不]，回答T。如果不包含，回答F。
1.我后天不去公司。  
2.今天不太冷。  
3.你喝不喝水?  
4.我不是医生。  
5.我不爱她。  
6.你不回家吗?  
7.这个月我不太累。  
8.昨天的书不好读。  
9.公园不太近。

请使用T或F回答，不需要解释"
18659,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[否定副词：没、没有]，回答T。如果不包含，回答F。
1.她昨天没/没有参加会议。
2.他去了公园，我没/没有去。
3.鞋子没/没有干。
4.我没/没有找到你的手机。
5.昨天我没/没有看电影。
6.他吃了很多，我没/没有吃。
7.今天我没/没有练习钢琴。
8.风没/没有停，还很猛。
9.她的感冒没/没有好。

请使用T或F回答，不需要解释"
18660,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[介词(引出时间、处所)：从]，回答T。如果不包含，回答F。
1. 我们从星期一到星期四都有会议。  
2. 他从早上七点到晚上十点都在学习。  
3. 你从哪个城市来?  
4. 从广州到深圳,坐高铁只要半小时。  
5. 姐姐从上海回来了。  
6. 我马上从办公室出来。  
7. 从教室到校门,走路要五分钟。  
8. 他从2019年到现在,一直没换工作。  
9. 她从四月到六月在杭州学习。

请使用T或F回答，不需要解释"
18661,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[介词(引出时间、处所)：在]，回答T。如果不包含，回答F。
1.我在咖啡厅喝咖啡。
2.我姐姐在上海学习设计。
3.我们在公园散步吧。
4.我在办公室处理文件。
5.我在餐厅等你。
6.姐姐在学校教书。
7.我常常在健身房遇见他。
8.别在电影院打电话。
9.他在美国学习英语。

请使用T或F回答，不需要解释"
18662,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[介词(引出对象)：跟、和]，回答T。如果不包含，回答F。
1.他跟朋友约了见面。
2.他没和父母商量这件事。
3.我没和他一起去旅行。
4.跟我说一下儿你的计划吧。
5.我跟店员要了一张菜单。
6.我不想和他说这事！
7.我常常和妹妹一起学习。
8.导游和他们介绍景点了吗？
9.我不想和他合作。

请使用T或F回答，不需要解释"
18663,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[介词(引出对象)：比]，回答T。如果不包含，回答F。
1. 这本书比那本书有趣。
2. 他比我能干。
3. 这个蛋糕比那个甜。
4. 她比我聪明。
5. 这条裙子比那条漂亮。
6. 明天比今天热。
7. 张老师比李老师严格。
8. 我比他高。
9. 汽车比自行车快。

请使用T或F回答，不需要解释"
18664,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[连词(连接词或短语)：跟2、和2]，回答T。如果不包含，回答F。
1. 姐姐跟妹妹都不在客厅。  
2. 她跟我都是上海人。  
3. 我和朋友都喜欢看电影。  
4. 我会写“书”跟“笔”。  
5. 他要买苹果跟香蕉。  
6. 妈妈跟姐姐不在厨房里。  
7. 我会写老师和同学的名字。  
8. 明天和后天都有雨。  
9. 他知道会议的时间和地点。

请使用T或F回答，不需要解释"
18665,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[连词(连接词或短语)：还是]，回答T。如果不包含，回答F。
1.他是医生还是护士？  
2.你喝咖啡还是喝果汁？  
3.我们晚上去还是明天去？  
4.你坐地铁还是坐公交？  
5.他的生日是周六还是周日？  
6.你是C班的还是D班的？  
7.你妹妹是高中生还是大学生？  
8.你喝茶还是喝可乐呢？  
9.你吃包子还是吃饺子呢？

请使用T或F回答，不需要解释"
18666,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[结构助词：的]，回答T。如果不包含，回答F。
1.他的书包很重。  
2.这是爸爸做的蛋糕。  
3.她是一个非常聪明的女孩。  
4.这是小明的数学作业。  
5.我的爸爸是医生。  
6.这是你的笔吗？  
7.这是非常有趣的书。  
8.你的手表很漂亮。  
9.聪明的学生总是提前完成作业。

请使用T或F回答，不需要解释"
18667,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[结构助词：地]，回答T。如果不包含，回答F。
1.请仔细地阅读这本书。
2.她伤心地说，再也不想见到他了。
3.他兴奋地告诉我，考试通过了。
4.弟弟在专心地拼积木。
5.他迅速地完成了作业。
6.他悄悄地走进了房间。
7.她在愉快地跳舞。
8.小朋友在认真地写作业。
9.风轻轻地吹过。

请使用T或F回答，不需要解释"
18668,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[动态助词：了]，回答T。如果不包含，回答F。
1. 她买了一件新衣服。  
2. 我画了三幅画。  
3. 中午我吃了一个苹果。  
4. 他看了三部电影。  
5. 李老师喝了一杯咖啡。  
6. 我去了公园，没去商场。  
7. 她知道了这个消息，非常高兴。  
8. 他吃了面条，还喝了汤。  
9. 我买了两本书。

请使用T或F回答，不需要解释"
18669,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[语气助词：吧]，回答T。如果不包含，回答F。
1.我们去看电影吧。  
2.你快去休息吧。  
3.我们去公园吧。  
4.快起床吧。  
5.你先去工作吧。  
6.我们去喝咖啡吧。  
7.请你听一下音乐吧。  
8.你们一起去逛街吧。  
9.我们吃火锅吧。

请使用T或F回答，不需要解释"
18670,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[语气助词：了2]，回答T。如果不包含，回答F。
1. 我困了。  
2. 后天星期五了。  
3. 我去买菜了。  
4. 下雪了。  
5. 我买电脑了。  
6. 李华喜欢画画了。  
7. 他不喝咖啡了。  
8. 我饿了，想吃东西。  
9. 他们不生气了。

请使用T或F回答，不需要解释"
18671,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[语气助词：吗]，回答T。如果不包含，回答F。
1.他是老师吗？  
2.后天你们去公园吗？  
3.她在公司吗？  
4.这书有趣吗？  
5.那画漂亮吗？  
6.你不休息吗？  
7.你没看比赛吗？  
8.她是你的同学吗？  
9.你可以写一下儿作业吗？

请使用T或F回答，不需要解释"
18672,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[语气助词：呢]，回答T。如果不包含，回答F。
1.她是哪国人呢?
2.我的手机在哪儿呢?
3.我在听音乐呢。
4.你在想什么呢?
5.谁愿意陪我呢?
6.大家都去哪儿了呢?
7.我正准备吃饭呢。
8.他跑步呢。
9.外面刮风呢,不要出去了。

请使用T或F回答，不需要解释"
18673,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[定语：名词性词语、形容词性词语、数量短语作定语]，回答T。如果不包含，回答F。
1.她在读英文小说。
2.旧手机还能用。
3.他买了三支笔。
4.明天没有数学考试。
5.演唱会门票卖光了。
6.她没戴红帽子。
7.我讨厌吵闹的环境。
8.她吃了两个苹果。
9.我们组有五个人。

请使用T或F回答，不需要解释"
18674,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[状语：副词、形容词作状语;表示时间、处所的词语作状语]，回答T。如果不包含，回答F。
1.他不喝咖啡。
2.我们明天见面。
3.她在超市买了三瓶水。
4.他们都是医生。
5.这个花园非常美丽。
6.你仔细听！
7.他七点起床。
8.我在公园散步。
9.姐姐从上海回来了。

请使用T或F回答，不需要解释"
18675,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[主谓句1：动词谓语句]，回答T。如果不包含，回答F。
1. 我买一个苹果。(在超市)  
2. 他不去公园。(在家)  
3. 船开了？(在码头)  
4. 弟弟不吃饭。  
5. 我喜欢你。  
6. 您吃不吃饭？  
7. 他没去机场。  
8. 他骑车了吗？  
9. 你上班了吗？

请使用T或F回答，不需要解释"
18676,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[主谓句2：形容词谓语句]，回答T。如果不包含，回答F。
1. 花园很美丽。  
2. 这个老师最耐心。  
3. 这次会议很关键。  
4. 衣服特别便宜。  
5. 他很兴奋。  
6. 我没迟到。  
7. 她不累。  
8. 上海热吗?  
9. 你饿吗?

请使用T或F回答，不需要解释"
18677,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[非主谓句]，回答T。如果不包含，回答F。
1.起风了。  
2.没事。  
3.猫!  
4.出发。  
5.请坐!  
6.香!  
7.没错。  
8.慢点儿!  
9.火车!

请使用T或F回答，不需要解释"
18678,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[陈述句]，回答T。如果不包含，回答F。
1.爸爸修自行车。
2.她不喜欢喝咖啡。
3.他是我的好朋友。
4.明天是假期。
5.我们在跳舞。
6.奶奶心情很好。
7.我不想吃面条。
8.她没有写作业。
9.我今天很开心。

请使用T或F回答，不需要解释"
18679,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[祈使句]，回答T。如果不包含，回答F。
1.请坐!  
2.别跑了!  
3.我们走吧。  
4.跳起来!  
5.别碰!  
6.关门!  
7.请听!  
8.跑吧!  
9.不要说话了!

请使用T或F回答，不需要解释"
18680,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[感叹句]，回答T。如果不包含，回答F。
1.今天的天气太冷了!
2.这道菜真美味!
3.你的发型真时尚!
4.她真的完成了!
5.公园的花真漂亮!
6.这个游戏太有趣了!
7.我真爱这个地方!
8.这儿太安静了!
9.我太困了!

请使用T或F回答，不需要解释"
18681,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[“是”字句：表示等同或类属]，回答T。如果不包含，回答F。
1. 她是我的姐姐。  
2. 这是他的电脑。  
3. 那是我的钥匙。  
4. 她的生日是12月20号。  
5. 那个男生是我的朋友。  
6. 这不是他的笔记本。  
7. 我是这个公司的员工。  
8. 他是你的邻居吗？  
9. 这是不是她的手机？

请使用T或F回答，不需要解释"
18682,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[“是”字句：表示说明或特征]，回答T。如果不包含，回答F。
1.苹果是红的。  
2.房间是整洁的。  
3.咖啡是苦的。  
4.我的书是旧的。  
5.她的选择是错的。  
6.我们都是周末去，她是周六，我是周日。  
7.盘子里的菜不是咸的。  
8.这个礼物是贵的吗？  
9.房间是不是整洁的？

请使用T或F回答，不需要解释"
18683,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[“是”字句：表示存在]，回答T。如果不包含，回答F。
1.公园旁边是一个超市。
2.教室后面不是操场。
3.电影院对面是一家咖啡店。
4.抽屉里是我的钥匙。
5.楼下是他的自行车。
6.柜子里不是我的衣服。
7.口袋里不是她的手机。
8.车站东边是一家银行吗？
9.后面是不是邮局？

请使用T或F回答，不需要解释"
18684,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[“有”字句：表示领有]，回答T。如果不包含，回答F。
1. 我有很多朋友。(在学校)  
2. 她没有妹妹。(在学校)  
3. 一年有十二个月。(在房间)  
4. 他有女朋友。  
5. 她有电脑。  
6. 我没有自行车。  
7. 他没有电影票。  
8. 你有兴趣吗?  
9. 你有没有那支笔?

请使用T或F回答，不需要解释"
18685,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[“有”字句：表示存在]，回答T。如果不包含，回答F。
1. 公园里有一座桥。  
2. 公园里没有桥。  
3. 冰箱里有牛奶吗?  
4. 图书馆门口有很多自行车。  
5. 今天晚上没有电影。  
6. 她的包里没有钱包。  
7. 你的碗里有饭吗?  
8. 操场上有许多孩子。  
9. 你家附近有没有医院?

请使用T或F回答，不需要解释"
18686,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[比较句1：A比B+形容词]，回答T。如果不包含，回答F。
1.我弟弟比我矮。  
2.这件衣服比那件便宜。  
3.明天比今天冷。  
4.这个公园比那个公园安静。  
5.他工作比我努力。  
6.骑自行车比走路慢。  
7.我姐姐比我大。  
8.那部电影比这部好看吗?  
9.这个单词比那个容易吗?

请使用T或F回答，不需要解释"
18687,"请对1.号到9.号每个句子依次进行判断：如果包含语法点[比较句1：A没有B+形容词]，回答T。如果不包含，回答F。
1.今天的风没有昨天大。  
2.这件衣服没有那件舒服。  
3.我的手机没有他的贵。  
4.她的成绩没有我的好。  
5.看电影没有看书有趣。  
6.你的建议没有他的实用。  
7.这个蛋糕没有那个甜。  
8.这个地方没有那个地方安静。  
9.这个计划没有那个计划详细。

请使用T或F回答，不需要解释"
