id,question
43588,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[关联副词：还]，回答T。如果不包含，回答F。

1. 他以为这次还境保护考试会很难，结果出乎意料地简单。
2. 他还记得小时候在河边玩耍的情景。
3. 他保留着那份旧报纸没有还，作为历史的见证。
4. 他还书的时候，发现书页已经泛黄了。
5. 冰箱里有牛奶，还有水果。
6. 他还保留着那张老照片，作为珍贵的回忆。
7. 我要去杭州，还要去苏州。
8. 我去了广州，还去了深圳。
9. 他会打篮球，还会踢足球。
10. 包里还有一本书。

请使用T或F回答，不需要解释"
43589,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[否定副词：别]，回答T。如果不包含，回答F。

1. 周末你别去爬山了。
2. 他的别样风格让他在团队中脱颖而出。
3. 这本书的别册内容非常丰富，值得一读。
4. 这个项目的别称是“绿色计划”，旨在保护环境。
5. 你别不理我。
6. 别太着急了。
7. 你别碰，那是我的东西。
8. 这个问题的别解方法让大家都感到惊讶。
9. 开会的时候别迟到。
10. 他特别喜欢吃甜食，尤其是巧克力蛋糕。

请使用T或F回答，不需要解释"
43590,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[否定副词：没、没有]，回答T。如果不包含，回答F。

1. 鞋子没/没有干。
2. 他吃了很多，我没/没有吃。
3. 他的才华被埋没在平凡的工作中，没有得到应有的认可。
4. 历史的真相随着时间的流逝渐渐沉没在人们的记忆中。
5. 这座古城在战争中沉没，成为了历史的一部分。
6. 她的音乐天赋被埋没在家庭的琐事中，未能得到发展。
7. 风没/没有停，还很猛。
8. 她的感冒没/没有好。
9. 海关没收了携带违禁品的旅客的物品，并进行了警告。
10. 她昨天没/没有参加会议。

请使用T或F回答，不需要解释"
43591,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出时间、处所)：从]，回答T。如果不包含，回答F。

1. 他为人谦虚，总是从善如流听取别人的建议。
2. 她从四月到六月在杭州学习。
3. 他从2019年到现在,一直没换工作。
4. 对于这种小错误，领导决定从宽处理给他一次机会。
5. 从教室到校门,走路要五分钟。
6. 姐姐从上海回来了。
7. 他在面对困难时，总是表现得从容不迫。
8. 我马上从办公室出来。
9. 退休后，他终于可以从心所欲地安排自己的生活。
10. 他对爱情的信念是从一而终绝不轻易改变。

请使用T或F回答，不需要解释"
43592,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出对象)：跟、和]，回答T。如果不包含，回答F。

1. 他跟朋友约了见面。
2. 我没和他一起去旅行。
3. 我和朋友都喜欢看电影。
4. 我不想和他合作。
5. 跟我说一下儿你的计划吧。
6. 妈妈跟姐姐不在厨房里。
7. 导游和他们介绍景点了吗？
8. 姐姐跟妹妹都不在客厅。
9. 我会写“书”跟“笔”。
10. 今年和明年都有奖金。

请使用T或F回答，不需要解释"
43593,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出对象)：比]，回答T。如果不包含，回答F。

1. 他的比喻让整个故事更加生动。
2. 我们需要比较一下这两种产品的性能。
3. 这本书比那本书有趣。
4. 他的比喻让文章更加有趣。
5. 这场比拼吸引了众多观众。
6. 汽车比自行车快。
7. 张老师比李老师严格。
8. 我比他高。
9. 这个蛋糕比那个甜。
10. 他的比喻手法非常独特。

请使用T或F回答，不需要解释"
43594,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[连词(连接词或短语)：跟2、和2]，回答T。如果不包含，回答F。

1. 他跟着朋友去参观了。
2. 我会写“书”跟“笔”。
3. 导游向他们介绍景点了吗？
4. 姐姐跟妹妹都不在客厅。
5. 我跟店员要了一张菜单。
6. 我与他一起去旅行。
7. 妈妈跟姐姐不在厨房里。
8. 他知道会议的时间和地点。
9. 妈妈脚后跟疼得不得了。
10. 我会写老师和同学的名字。

请使用T或F回答，不需要解释"
43595,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[连词(连接词或短语)：还是]，回答T。如果不包含，回答F。

1. 这个计划还是需要再完善一下。
2. 他还是坚持自己的观点，不肯让步。
3. 这个房间还是那么整洁，像没人住过一样。
4. 这个决定还是由你来定吧。
5. 这个问题还是没有解决，大家都很着急。
6. 你喝茶还是喝可乐呢？
7. 他是医生还是护士？
8. 你妹妹是高中生还是大学生？
9. 你喝咖啡还是喝果汁？
10. 你是C班的还是D班的？

请使用T或F回答，不需要解释"
43596,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[结构助词：的]，回答T。如果不包含，回答F。

1. 的确，我完全同意你的看法。
2. 他的书包很重。
3. 她是一个非常聪明的女孩。
4. 本次标的金额已经确定下来了。
5. 的确我们会在下周之前完成所有准备工作。
6. 这是爸爸做的蛋糕。
7. 我的爸爸是医生。
8. 他对最新的行业动态的论述一语中的。
9. 你的手表很漂亮。
10. 她目的就是为了考上理想的大学。

请使用T或F回答，不需要解释"
43597,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[结构助词：地]，回答T。如果不包含，回答F。

1. 这个地方的气候非常适合种植茶叶。
2. 她在地铁站等朋友等了很久。
3. 他在地板上铺了一层厚厚的地毯。
4. 她伤心地说，再也不想见到他了。
5. 这片土地非常肥沃，适合种植庄稼。
6. 他迅速地完成了作业。
7. 他兴奋地告诉我，考试通过了。
8. 弟弟在专心地拼积木。
9. 她在地窖里发现了一箱陈年的葡萄酒。
10. 他悄悄地走进了房间。

请使用T或F回答，不需要解释"
43598,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[语气助词：吧]，回答T。如果不包含，回答F。

1. 你们一起去逛街吧。
2. 快起床吧。
3. 他们在吧台前聊了很久。
4. 这家书店的咖啡吧很受欢迎。
5. 我们去喝咖啡吧。
6. 你快去休息吧。
7. 他们在吧椅上坐了很久。
8. 她喜欢在网吧玩游戏。
9. 你先去工作吧。
10. 这个吧台的设计非常独特。

请使用T或F回答，不需要解释"
43599,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[并列复句：用关联词语：……,也……]，回答T。如果不包含，回答F。

1. 他也很喜欢这部电影。
2. 他会弹钢琴，也会拉小提琴。
3. 她也对这件事感到惊讶。
4. 今天天气很冷，风也很大。
5. 这个问题也需要进一步讨论。
6. 他作业写完了，书也整理了。
7. 这个蛋糕很甜，也很香。
8. 她也参加了昨天的会议。
9. 这个观点也得到了一些支持。
10. 他能写文章，也能翻译。

请使用T或F回答，不需要解释"
43600,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[进行态：在/正在+动词]，回答T。如果不包含，回答F。

1. 他们没在跳舞。
2. 屋里正在装修。
3. 在他的书包里有一本新书。
4. 在这个城市，交通非常便利。
5. 他没在看书，他在听音乐。
6. 在这个团队中，每个人都很努力。
7. 她试图在提议中寻找一个合适的解决方案。
8. 她考虑着是否要参加这次会议。
9. 老师在讲课，你别打扰。
10. 她正在画画，有什么事等一会儿说。

请使用T或F回答，不需要解释"
43601,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[进行态：在/正/正在+动词+呢]，回答T。如果不包含，回答F。

1. 他在写作业呢，你别打扰他。
2. 你等一下儿，她在洗澡呢。
3. 在这个季节，树叶会马上变黄呢。
4. 同事们正在开会呢。
5. 我们正聊你呢，你就出现了。
6. 看来会议能够正常举行呢。
7. 我到家的时候，姐姐正在做饭呢。
8. 呢绒面料的手感非常柔软舒适呢。
9. 呢子大衣在冬天非常保暖呢。
10. 建设中的大桥将成为城市的新地标呢。

请使用T或F回答，不需要解释"
43602,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[进行态：………呢]，回答T。如果不包含，回答F。

1. 在这个季节，树叶会马上变黄呢。
2. 在这次比赛中，他表现得非常出色呢。
3. 正确的答案往往需要仔细思考才能得出呢。
4. 我做饭呢，等会儿再吃。
5. 他打电话呢，你等几分钟再联系吧。
6. 他休假了，这两天在海南度假呢。
7. 楼下有快递员等你呢。
8. 现在讨论的议题非常重要，大家都很认真呢。
9. 他睡觉呢，我们别打扰他。
10. 而在图书馆里呢，他找到了那本丢失的书。

请使用T或F回答，不需要解释"
43603,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[能愿动词：可能]，回答T。如果不包含，回答F。

1. 这个实验的可能性结果已经被预测到了。
2. 这个问题的可能的解决方案有很多种，我们可以深入讨论。
3. 在数学中，可能性是一个重要的概念。
4. 他们讨论了可能性模型的应用。
5. 他的可能性理论在学术界引起了广泛讨论。
6. 超市不可能没有新鲜蔬菜。
7. 后天可能降温。
8. 他可能去图书馆了。
9. 她可能错过了会议。
10. 他可能迷路了。

请使用T或F回答，不需要解释"
43604,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[能愿动词：该、应该]，回答T。如果不包含，回答F。

1. 他们应该多运动。
2. 我应不应该参加这个活动？
3. 你该休息了。
4. 该公司的产品在市场上非常受欢迎。
5. 必备的学习的知识都在课本里。
6. 该地区的经济发展速度非常快。
7. 天快黑了，我们该回家了。
8. 该项目的负责人是一位经验丰富的工程师。
9. 你应该早点完成作业。
10. 该电影的导演是一位国际知名的大师。

请使用T或F回答，不需要解释"
43605,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[人称代词：大家]，回答T。如果不包含，回答F。

1. 大家都很喜欢新来的老师。
2. 他写了一篇大家风范的学术论文。
3. 请大家注意，会议马上开始。
4. 大家一起去公园散步吧。
5. 他是一位具有大家风范的艺术家。
6. 你们大家对这次活动有什么想法？
7. 这个展览汇集了大家之作的珍贵文物。
8. 这个建筑展现了大家气派的宏伟设计。
9. 他仔细地听取了大家的建议。
10. 这幅画是受山水大家的经典之作。

请使用T或F回答，不需要解释"
43606,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[程度副词：好]，回答T。如果不包含，回答F。

1. 今天的天气真好，适合出去散步。
2. 他找到了一份好工作，收入很稳定。
3. 这里好热闹啊!
4. 这个公园好安静啊!
5. 好美味的蛋糕!
6. 她买了一件好衣服，穿起来很漂亮。
7. 这次旅行的安排很好，大家都玩得很尽兴。
8. 他画了一幅好画，赢得了大家的赞赏。
9. 客厅里好温暖!
10. 好聪明的学生啊!

请使用T或F回答，不需要解释"
43607,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[程度副词：更]，回答T。如果不包含，回答F。

1. 他们计划更新产品设计，以吸引更多消费者。
2. 他买了一个更贵的相机。
3. 听到三更的钟声，他才意识到已经这么晚了。
4. 他习惯在三更起床，享受一天中最宁静的时刻。
5. 她来得更晚。
6. 下个月比这个月更冷。
7. 这家公司更新了员工手册，明确了新的规章制度。
8. 她比我更想去旅行。
9. 这个包更便宜。
10. 为了提升用户体验，开发团队决定更新应用程序的界面。

请使用T或F回答，不需要解释"
43608,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[程度副词：十分]，回答T。如果不包含，回答F。

1. 她收到了极为精美的生日礼物。
2. 他用了十足的力气才搬动那个箱子。
3. 他花了十足的心血才完成这个项目。
4. 这床被子十分暖和。
5. 李老师十分激动地说：“你们真是太棒了！”
6. 他花了十分钟才完成这道十分的数学题。
7. 这杯咖啡十分香浓。
8. 她对孩子十分耐心。
9. 这次考试的成绩只得了十分之六。
10. 张总十分重视这个项目。

请使用T或F回答，不需要解释"
43609,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[程度副词：特别]，回答T。如果不包含，回答F。

1. 他写了一封特别的信，表达了自己的心意。
2. 昨晚我学得特别认真。
3. 这个小镇特别宁静。
4. 他是一位特别顾问，负责处理复杂问题。
5. 我特别不适应这里的湿度。
6. 她收到了一份特别的邀请，参加国际会议。
7. 我妹妹跳得特别高。
8. 今天的会议有一个特别环节，大家都很期待。
9. 他特别开心地走进了教室。
10. 这个特别的礼物让我感动不已。

请使用T或F回答，不需要解释"
43610,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[程度副词：挺]，回答T。如果不包含，回答F。

1. 这根竹竿挺得笔直，适合用来搭帐篷。
2. 战士们挺起胸膛，迎接检阅。
3. 他挺不高兴地出门了。
4. 在电梯里看见电影海报，这电影挺有意思的。
5. 你妹妹挺可爱的。
6. 他挺直了腰板，显得格外精神。
7. 他对这件事挺不满意的。
8. 在房间里，这儿挺安静的。
9. 她挺着肚子，慢慢走进了房间。
10. 这座桥挺过了多次洪水的考验。

请使用T或F回答，不需要解释"
43611,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[范围、协同副词：只]，回答T。如果不包含，回答F。

1. 这只笔写起来非常流畅，是我最喜欢的文具之一。
2. 我只会弹钢琴。
3. 这只小猫非常调皮，总是喜欢跳到桌子上捣乱。
4. 她穿着一只布鞋，站在寒风中瑟瑟发抖。
5. 仅仅是昨天发生的事情，他表现得仿佛什么都没发生过一样。
6. 我只买了一件衣服。
7. 只带一个包就够了。
8. 他只喝咖啡，不喝茶。
9. 他才喝了一杯咖啡，就精神抖擞地投入了工作。
10. 钱包里只有五十块钱。

请使用T或F回答，不需要解释"
43612,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[时间副词：还2]，回答T。如果不包含，回答F。

1. 他还钱的时候，对方已经忘记了这件事。
2. 他还债的时候，心情轻松了许多。
3. 我还不想睡觉。
4. 我还没找到我的钥匙。
5. 他还在北京出差。
6. 他还车的时候，发现油箱已经空了。
7. 秋天还没来，树叶还很绿。
8. 他还原了这幅画的本来面貌。
9. 她还没吃完晚饭。
10. 他依旧记得小时候住过的老房子。

请使用T或F回答，不需要解释"
43613,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[频率、重复副词：又]，回答T。如果不包含，回答F。

1. 这个苹果又大又红，非常诱人。
2. 他又勇敢又机智，是个出色的领导者。
3. 这个房间又宽敞又明亮，住着很舒服。
4. 她又漂亮又善良，大家都喜欢她。
5. 这次比赛他又拿了冠军。
6. 面试前，我又准备了一遍。
7. 我们队又赢了一场。
8. 今天刚结束训练，明天又要训练。
9. 他又快又准地完成了任务。
10. 这次活动他又迟到了。

请使用T或F回答，不需要解释"
43614,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[关联副词：就]，回答T。如果不包含，回答F。

1. 只要交通方便，你就来吗？
2. 这个问题就此告一段落。
3. 他就职于一家知名公司。
4. 只要你努力学习，就能取得好成绩。
5. 他就座后开始发言。
6. 他去的话，我就不去了。
7. 她就近找了一家咖啡馆休息。
8. 这本书就是我想找的那本。
9. 你有兴趣的话，我们就一起去看电影吧。
10. 你不参加活动，就不会认识新朋友。

请使用T或F回答，不需要解释"
43615,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[语气副词：才1]，回答T。如果不包含，回答F。

1. 我今天十点才吃早饭。
2. 我才学了一遍，还得继续练习。
3. 现在才九点，不用着急。
4. 这本书的才情描写非常细腻。
5. 才华横溢的他，赢得了大家的尊敬。
6. 她的才智过人，解决了这个难题。
7. 他的才能得到了充分的发挥。
8. 她的才艺表演赢得了全场掌声。
9. 你怎么现在才告诉我？
10. 这道题才两个人能答对。

请使用T或F回答，不需要解释"
43616,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[语气副词：都2]，回答T。如果不包含，回答F。

1. 他们都在图书馆学习。
2. 都八点了，他才吃早饭。
3. 这些水果都很新鲜。
4. 我都是爸爸了，不会那么任性了。
5. 都一周了，他还没回消息。
6. 都五点了，我们该出发了。
7. 都下午了，他还没吃午饭。
8. 这些书都放在书架上。
9. 我们都喜欢吃火锅。
10. 他们都住在同一个小区。

请使用T或F回答，不需要解释"
43617,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[语气副词：就2]，回答T。如果不包含，回答F。

1. 她小时候就特别喜欢画画了。
2. 她就业后，很快就适应了新的工作环境。
3. 他刚入职就升职了。
4. 如果你不喜欢这本书，就不用买了。
5. 路上不堵车的话，我们就准时到达。
6. 后天不下雨的话，我就去郊游。
7. 早上六点太阳就升起来了。
8. 问题上午就解决了。
9. 才七点他就觉得累了。
10. 我去上海的话，就去参观东方明珠。

请使用T或F回答，不需要解释"
43618,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出时间)：当]，回答T。如果不包含，回答F。

1. 当听说要放假时,我兴奋了一整天。
2. 他当心脚下，以免摔倒。
3. 他当上了公司的总经理。
4. 当接到电话的时候,我正在洗澡。
5. 她当众表演了一段精彩的舞蹈。
6. 当妈妈回家的时候，爸爸已经打扫完房间了。
7. 他当机立断，做出了正确的决定。
8. 她当面对他表达了感谢。
9. 当你去日本时,一定要去东京看看。
10. 当你有了孩子,就会知道父母有多辛苦了。

请使用T或F回答，不需要解释"
43619,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出方向、路径)：往]，回答T。如果不包含，回答F。

1. 她的往日风采依然让人难以忘怀。
2. 这部纪录片记录了历史的往昔岁月。
3. 他一直在往返于两个城市之间，工作非常忙碌。
4. 请大家都往里走。
5. 他们之间的往复讨论最终达成了共识。
6. 这些包裹要寄往广州。
7. 下班后，我先往家走，你在车站等我。
8. 你要往哪个方向去？
9. 你的快递要送往哪里？
10. 他们之间的往来信件已经堆满了整个抽屉。

请使用T或F回答，不需要解释"
43620,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出方向、路径)：向]，回答T。如果不包含，回答F。

1. 我们需要明确团队的方向，才能更好地完成任务。
2. 指南针能帮助我们找到正确的方向。
3. 朋友向我点了点头。
4. 飞机飞向了上海。
5. 他的艺术取向偏抽象和实验性。
6. 经济走向的不确定性让投资者感到担忧。
7. 在人生的十字路口，他选择了新的方向。
8. 他向食堂走去了。
9. 春天，有的鸟儿会向北方飞去。
10. 你向东边看，看见海了吗？

请使用T或F回答，不需要解释"
43621,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出方向、路径)：从]，回答T。如果不包含，回答F。

1. 这路公交车不从清华大学门口过。
2. 他刚才从窗前过去了。
3. 他从口袋里掏出了一张旧照片，上面有他的侍从。
4. 对于同事提出的正确建议，我们应欣然依从，
5. 适当顺从父母和老师的教导，能更好地养成良好的习惯。
6. 自行车从我旁边过去了。
7. 这个火车不从上海站过。
8. 我刚从他们身边经过。
9. 对于那些有科学依据和积极意义的行为规范，我们应当依从。
10. 他从容不迫地应对了突发情况。

请使用T或F回答，不需要解释"
43622,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出对象)：对]，回答T。如果不包含，回答F。

1. 为了提高产品质量，我们决定对标行业领先品牌。
2. 是的，这个方案确实需要进一步优化。
3. 小李对我点了点头。
4. 这家餐厅的服务员对顾客非常礼貌。
5. 对这个项目的进展，我们需要详细讨论一下儿。
6. 我们公司一直在努力对标国际一流企业。
7. 他们俩第一次见面就对眼了，很快就成了好朋友。
8. 这个项目的对象是年轻消费者群体。
9. 对这次会议的安排，你有什么建议？
10. 这件事你对老板说了吗？

请使用T或F回答，不需要解释"
43623,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出对象)：给]，回答T。如果不包含，回答F。

1. 老师不仅传授知识，还给予学生人生的指导和关怀。
2. 志愿者们在灾区为灾民提供了必要的补给，帮助他们渡过难关。
3. 探险队在出发前准备了充足的给养，以应对途中的各种困难。
4. 他下周过生日，我们给他准备什么惊喜呢？
5. 昨天公司给每个员工发了一箱水果。
6. 公司为员工提供了丰富的补给，包括健康食品和健身设施。
7. 爸爸退休那天，他给爸爸买了一块手表。
8. 由于给养不足，探险队不得不提前结束行程。
9. 她不给我帮忙。
10. 她借给我一件外套。

请使用T或F回答，不需要解释"
43624,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出对象)：离]，回答T。如果不包含，回答F。

1. 我的水平离教练的要求还很远。
2. 这个小镇距离城市很远，但风景非常优美。
3. 他离世后，留下了许多未完成的作品。
4. 这儿离超市有点儿远。
5. 她的梦想距离现实太远，但她依然坚持努力。
6. 现在离考试有一个星期的时间。
7. 这儿离公园有点儿远。
8. 她的性格喜欢离群索居，适合独处。
9. 她的家距离学校很近，步行只需五分钟。
10. 图书馆离宿舍很近。

请使用T或F回答，不需要解释"
43625,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[介词(引出目的、原因)：为]，回答T。如果不包含，回答F。

1. 他为人正直，从不偷懒。
2. 成为一名医生是他从小的梦想。
3. 这本书的作者认为全球教育市场将受到巨大冲击。
4. 他们都在为明天的比赛紧张准备。
5. 李老师为我向公司推荐了这份工作。
6. 大家都为她找到好工作高兴。
7. 我为通过考试熬夜复习了好几天。
8. 敌未灭，何以家为。
9. 为学法语，她特意去了巴黎。
10. 新上任的总统的无知言论恐为天下耻笑。

请使用T或F回答，不需要解释"
43626,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[连词(连接词或短语)：或、或者]，回答T。如果不包含，回答F。

1. 这个问题的答案或许并不那么简单。
2. 他正在学习或者语的发音规则。
3. 或/或者去公园或/或者去博物馆，随便你。
4. 叫她李老师或/或者李女士都行。
5. 太热或/或者太冷都不舒服。
6. 多读或/或者多写对提高写作水平有帮助。
7. 他正在研究或然事件的概率分布。
8. 请带身份证或/或者学生证。
9. 她正在考虑或者色的装饰方案。
10. 或许我们可以明天再讨论这个问题。

请使用T或F回答，不需要解释"
43627,"请对1.号到10.号每个句子依次进行判断：如果包含语法点[结构助词：得]，回答T。如果不包含，回答F。

1. 她得到了大家的赞赏。
2. 他网球打得很棒。
3. 她英文说得非常地道。
4. 他得了第一名。
5. 他的篮球打得好吗？
6. 书上的字你看得明白吗？
7. 这幅画得到了赞叹。
8. 这篇文章得深入理解。
9. 她琴弹得不太好。
10. 他的舞蹈得到了世界级大奖。

请使用T或F回答，不需要解释"
